rxns,fluxvector
5HOXINDACTOX,0
r0774,-0
r0782,0
r0786,0
SBPP1,-0
r0788,-333.333333333333
r0789,-333.333333333333
ACOAR2m,0
r0797,0
r0813,0
r0818,43.0862054413169
r0819,-1000
SUCFUMtm,-1000
r0822,999.999999999999
r0829,-1000
r0830,1000
r0834,-1000
r0835,-2.92790829454455e-13
r0836,1000
NH4tm,-8.99239999999966
r0845,0
r0879,0
r0885,-1000
r0892,-1000
r0934,0
r0940,-1000
SPMDtex2,1000
r0946,-1000
r0962,27.4765850546614
r0983,0
r0984,-0
r0993,0
r0995,-0
r1015,0
r1043,0
r1044,0
r1045,0
CHOLESTTDe,-333.502876785413
CITt2r,-1.39160527705497e-13
r1116,-884.977022167033
DUTUP,-1000
r1163,0
r1164,0
r1165,0
r1166,0
r1167,0
r1168,0
r1169,0
r1170,0
r1171,0
r1172,0
r1174,-0
r1175,-0
r1177,-0
r1179,0
r1181,-0
r1182,-0
r1183,-0
r1251,0
r1252,0
r1253,0
r1254,-0
r1255,0
r1257,0
r1259,0
r1260,0
r1262,0
PPCOAtm,0
r1374,0
r1383_1,-0
r1384,-1000
r1391,0
r1392,0
HCO3Ee,1000
PIt,1000
HISt2m,0
r1487,0
r1495,0
r1497,-0
r1498,-0
r1499,-0
r1500,-0
r1501,0
r1502,0
r1503,0
r1514,0
r1515,0
r1516,0
r1517,0
r1518,0
r1519,0
r1520,0
r1521,0
r1522,0
r1523,0
r1525,0
r1527,0
r1529,0
r1540,0
r1664,-1000
r1665,-1000
r1666,-1.14992168812012e-13
r1668,1000
r1669,-1000
r1670,-1000
r1671,-1000
r1672,0
r1673,0
r1674,0
r1675,0
r1676,0
r1677,0
r1678,0
r1679,0
r1680,0
r1681,0
r1682,0
r1683,0
r1684,0
r1685,0
r1686,0
r1687,1000
r1690,0
r1691,0
r1692,0
r1693,0
r1695,0
r1696,0
r1698,0
r1700,0
r1701,0
r1702,0
r1705,0
r1706,0
r1707,0
r1708,0
r1710,0
r1711,0
r1713,0
r1715,0
r1716,0
r1717,1000
r1720,0
r1721,0
r1722,0
r1723,0
r1725,0
r1726,0
r1728,0
r1730,0
r1731,0
r1732,0
r1733,0
r1734,0
r1735,0
r1736,0
r1737,0
r1738,0
r1739,0
r1740,0
r1741,0
r1742,0
r1743,0
r1744,0
r1745,0
r1746,0
r1747,0
r1748,0
r1749,0
r1750,0
r1751,0
r1752,0
r1753,0
r1754,0
r1755,0
r1756,0
r1757,0
r1758,0
r1759,0
r1760,0
r1761,0
r1762,0
r1763,0
r1764,0
r1765,0
r1766,0
r1767,0
r1768,0
r1769,0
r1770,0
r1771,0
r1772,0
r1773,0
r1774,0
r1775,0
r1776,0
r1777,0
r1778,0
r1779,0
r1780,0
r1781,0
r1782,0
r1783,0
r1784,0
r1785,0
r1786,0
r1787,0
r1788,0
r1789,0
r1790,0
r1791,0
r1792,0
r1796,0
r1797,0
r1798,0
r1799,0
r1800,0
r1801,0
r1803,0
r1805,0
r1806,0
r1807,0
r1808,0
r1809,0
r1810,0
r1811,0
r1812,0
r1813,0
r1814,0
r1815,0
r1816,0
r1817,0
r1818,0
r1819,0
r1820,0
r1821,0
r1822,0
r1823,0
r1824,0.0199999999995965
r1825,0
r1826,0
r1827,0
r1828,999.99
r1829,0
r1830,0
r1831,0
r1832,0
r1833,0
r1834,0
r1835,0
r1836,0
r1837,0
r1841,0
r1842,0
r1843,0
r1844,0
r1846,0
r1847,0
r1848,0
r1850,0
r1851,0
r1852,0
r1853,0
r1854,0
r1855,0
r1856,0
r1857,0
r1858,0
r1859,0
r1860,0
r1861,0
r1862,0
r1863,0
r1864,0
r1865,0
r1866,0
r1867,0
r1871,0
r1872,0
r1873,0
r1874,0
r1876,0
r1877,0
r1879,0
r1880,0
r1881,0
r1882,0
r1883,0
r1884,0
r1885,0
r1886,0
r1887,0
r1888,0
r1889,0
r1890,0
r1891,0
r1892,0
r1893,0
r1894,0
r1895,0
r1896,0
r1897,0
r1898,0
r1899,0
r1900,0
r1901,0
r1902,0
r1903,0
r1904,0
r1905,0
r1906,0
r1907,0
r1908,0
r1909,0
r1910,0
r1911,0
r1912,0
r1913,0
r1914,0
r1915,0
r1916,1000
r1917,0
r1918,0
r1919,0
r1920,0
r1921,0
r1922,0
r1923,0
r1924,0
r1925,0
r1926,0
r1928,0
r1929,0
r1930,0
r1931,0
r1932,0
r1933,0
r1934,0
r1935,0
r1936,0.01
r1937,0
r1938,0
r1939,0
r1940,0
r1941,0
r1942,0
r1943,0
r1944,0
r1945,0
r1946,1000
r1947,0
r1948,0
r1949,0
r1950,0
r1951,0
r1952,0
r1953,0
r1954,0
r1955,0
r1956,0
r1957,0
r1958,0
r1959,0
r1960,0
r1961,0
r1962,0
r1963,0
r1964,0
r1965,0
r1966,999.99
r1967,0
r1968,0
r1969,0
r1970,0
r1971,0
r1972,0
r1973,0
r1974,0
r1975,0
r1976,0
r1977,0
r1978,0
r1979,0
r1980,1000
r1981,0
r1982,0
r1983,0
r1984,0
r1985,0
r1986,0
r1987,0
r1988,0
r1989,0
r1990,0
r1991,0
r1992,1000
r1993,0
r1994,0
r1995,0
r1996,0
r1997,0
r1998,0
r1999,0
r2000,0
r2001,0
r2002,0
r2003,0
r2004,0
r2005,0
r2006,0
r2007,0
r2008,0
r2009,0
r2010,1000
r2011,1000
r2012,0
r2013,0
r2014,0
r2015,0
r2016,0
r2017,0
r2018,0
r2019,0
r2020,0
r2021,0
r2022,0
r2023,0
r2024,0
r2026,0
r2027,0
r2028,0
r2029,0
r2030,0
r2031,0
r2032,0
r2034,0
r2035,0
r2036,0
r2037,0
r2038,0
r2039,0
r2040,0
r2041,0
r2042,1000
r2043,0
r2044,0
r2045,0
r2046,0
r2047,0
r2048,0
r2049,0
r2050,0
r2051,0
r2052,0
r2053,0
r2054,0
r2055,0
r2056,0
r2057,0
r2058,0
r2059,0
r2060,0
r2061,0
r2062,0
r2063,0
r2064,0
r2065,0
r2066,0
r2067,0
r2068,0
r2069,0
r2070,0
r2071,0
r2341,261.450925627931
r2342,1000
r2343,-630.56433432976
r2344,0
r2346,-0
r2347,-0
r2352,-0
r2353,-1000
r2354,-0
r2355,-0
r2356,-0
r2357,-0
r2358,-0
r2359,-0
r2360,-0
r2361,-0
r2362,-0
r2363,-0
r2364,-0
r2365,-0
r2366,-0
r2367,-0
r2368,-0
r2369,-0
r2395,0
r2396,0
r2397,0
r2398,0
r2399,0
r2400,0
r2401,0
r2402,0
r2403,0
r2404,0
r2405,0
r2406,0
r2407,0
r2408,0
r2409,0
r2410,0
r2411,0
r2412,3.35275407471595e-13
r2413,0
r2416,0
r2419,0
r2420,0
r2425,0
CRNCARtm,1000
r2434,0
CARN160t_m,1000
CARN1819Zt_m,1000
r2437,1000
r2438,-890.754995965194
r2447,0
r2449,0
SERt2r,418.245765911675
r2472,0
G6Pt6er,0
r2497,0
r2498,0
r2499,0
r2501,0
r2502,0
r2503,0
r2505,0
r2520,1000
GNK,-1000
FACOAE180,-0.1
RE0452M,-33.5433245928026
RE0453C,635.754423461764
RE0453N,0
RE0456N,889.49765319192
RE0512M,-0
RE0512X,-0
RE0565C,0
RE0569C,0
RE0577C,0
RE0578C,0
RE0579C_1,0
ECOAR,0
RE0691C,1000
RE0830N,-1000
RE0915E,-0
RE0926E,-0
RE0935E,-0
RE0936E,-0
RE0937E,-0
RE0938E,-0
RE0944E,-0
RE0958E,-0
RE1134C,0
RE1233C,0
RE1441R_1,0
RE1447N_1,-500
RE1448N_1,-500
RE1525M,-0
RE1525X,-0
RE1526M,-0
RE1526X,-0
RE1527M,-0
RE1527X,-0
RE1530C,-1000
RE1530M,0
RE1573M,0
RE1573X,0
RE1709N,1000
RE1796M,-0
HSD3B7,0
RE1804M,0
RE1807C,-1000
RE1807M,0
RE1834C,0
RE1834M,0
RE1834X,0
RE1835C,0
RE1845C,0
BAAT5x,-0
RE1846C,-0
RE1897C,-1000
RE1898C,-1000
RE1918C,423.008998250637
RE1925C,576.991001749364
RE1933C,-1000
RE1957R_1,0
RE2069C,1.46395414817634e-13
RE2078M,-1000
RE2111M,0
RE2112C,1000
RE2112R,-0
RE2122C,1000
RE2235R,0
RE2270E,0
RE2273E,-0
RE2304E,-0
RE2349C,-0
RE2427M,0
RE2428M,0
RE2429M,-0
RE2445E,-0
RE2526C,-576.991001749363
RE2605C,500
RE2625M,0
RE2626M,0
RE2635R,0
RE2637C,0
RE2637X,0
RE2638C,0
RE2649C,0
RE2649M,0
RE2660N,1000
RE2677N_1,487.253317965235
RE2705C,-1000
RE2888C_1,249.581071183969
RE2898C,500
RE2912M,0
RE2948C,1000
RE2972M_1,0
RE2987X,-0
RE2991X,0
RE2992M,0
RE2992X,0
RE2993X,0
RE2996X,-0
RE2999M,-0
RE3000M,-0
RE3002X,-0
RE3003M,0
RE3005M,-0
RE3010C,0
RE3010M,0
RE3010X,-0
RE3011R,1.70185751401226e-26
RE3012C,0
RE3012M,-0
RE3012R,-1.28984569345902e-26
RE3014R,0
RE3015R,0
RE3036C,0
RE3041C,0
RE3076X,-2.23113960000008
RE3074X,0
RE3079X,0
RE3082X,-0
RE3095C,576.991001749363
RE3103C,0
RE3110C,0
RE3114R,0
RE3120C,0
RE3132R,0
RE3134C,-0
RE3146R,0
RE3151C,0
RE3156X,-0
RE3160R,0
RE3161C,0
RE3165C,0
RE3170C,0
RE3174C,0
RE3177M,-0
RE3178M,-0
RE3179M,-0
RE3185M,-0
RE3186M,-0
RE3224C,0
RE3225C,0
RE3226C,0
RE3241C,0
FACOAE181,-0.0192
RE3251M,0
RE3273C_1,-525.494093034534
RE3301C_1,0
RE3307C,-0
RE3346C,0
RE3346M,0
RE3432C,0
RE3432M,-0
RE3432X,-0
RE3470C,0
RE3470M,0
RE3476C,0
RE3476M,-0
RE3488R,0
RE3520E,0
RE3525C,0
RE3526C,0
RE3566C,-1.46395414817536e-13
RE3567C,-1.46395414817536e-13
RE3597C,0
RE3597M,-0
RE3597X,-0
RE3628M,0
EX_crm_hs_e,-500
EX_CE0074_e,249.581071183969
PIt8,-1000
PIt9,-1000
BIOMASS_reaction,728.965002560093
2MB2COAc,0
3HBCOARc,-0
C100CPT1,0
C101CPT1,-0
C102CPT1,-0
C10DCCACT,-0
C10DCc,0
C10OHc,-0
C120CPT1,0
C121CPT1,-0
C12OHc,-0
TTDCPT1,0
C141ACBP,-0
C141CPT1,-0
C141OHc,-0
C142ACBP,-0
C142CPT1,109.245004034806
C142OHc,-0
C14OHc,-0
C161OHc,0
C162ACBP,-0
C162OHc,-0
C16DCc,0
C16OHc,0
FA160COAabcp_1,0
C181OHc,0
C182OHc,0
C18OHc,0
ACRNtp,-0
C30CPT1,0
C40CPT1,-0
C4DCCACT,-0
C4OHc,-0
C4tcx,-0
C4tmc,890.754995965194
C50CPT1,-0
C51CPT1,0
C60CPT1,0
C6CRNtcx,-0
C6DCCACT,-0
C6DCc,-0
C80CPT1,-0
C81CPT1,-0
C8DCc,0
C9BRxtc,1000
DCATDc,0
DCSPTN1COAtxc,0
DOCO13ECOAtxc,0
DOCO13EFATP,0
DOCOSCOAtxc,0
EX_tetdec2crn_e,109.245004034806
FAOXC101C102m,-0
FAOXC101x,0
FAOXC102C101x,0
FAOXC102C103m,-0
FAOXC102m,0
FAOXC102x,0
FAOXC103C102x,0
FAOXC121x,0
FAOXC122m,0
FAOXC122x,-0
FAOXC123m,0
FAOXC123x,0
FAOXC12DCTc,0
FAOXC12DCc,-0
FAOXC15ATPx,0
FAOXC163C164Gm,-0
FAOXC163Gm,0
FAOXC163x,0
FAOXC164C163x,0
FAOXC164C165m,-0
FAOXC164m,0
FAOXC164x,0
FAOXC165C164x,0
FAOXC16Brx,0
FAOXC184m,0
FAOXC184x,0
FAOXC185m,0
FAOXC225C226m,0
FAOXC225m,0
FAOXC225x,0
FAOXC226C225x,0
FAOXC226C227m,0
FAOXC226m,0
FAOXC3DC,0
FAOXC4C4DCc,0
FAOXC5C5DCc,0
FAOXC5OHc,-0
FAOXC61m,-0
FAOXC61x,0
FAOXTC101TC102m,-0
FAOXTC122m,0
GLUTCOAACBP,-0
HDCACBP,-0
HDDACBP,-0
HDECAACBP,0
HDECEACBP,0
HEXCOAACBP,0
HEXDICOAACBP,0
HEXDICOAACBPx,0
HIVCACBP,-0
HOCDACBP,0
HOCTDACBP,0
HTDCACBP,-0
IVCOAACBP,-0
LGNCCOAtcx_1,0
NRVNCCOAtxc,0
OCD11COACPT1_1,0
OCD11CRNCACT,0
OCT11EFATP_1,0
OCTDEC2ACBP,0
OCTDECCACT,0
OCTDECCPT1,0
STCOATxc,0
STRDNCCOAtxc,0
SUBERCACT,-0
SUCCOAPET,0
SK_tetdec2coa_c,-109.245004034806
TETDEC2CRNe,109.245004034806
4OHPROIMINOtc,-0
ALAyLATthc,0
BALABETAtc,0
BALAt2r,0
GALSGLT1le,0
GLCSGLT1le,0
GLNyLATthc,0
GLYSARCNc,-0
HISyLATtc,0
HISyLATthc,0
HPETFABP1tc,0
LEUyLAThtc,0
METyLATthc,0
NACHORCTL3le,-0
OCDEAFABP1tc,0
PEHSFABPe,0
PHEyLATthc,1000
PMTCOAFABP1tc_1,0
AMPTASEPG,-0
PROIMINOtc,0
TAUBETAtc,0
TAUPAT1c,1000
VITEtl,0
3AIB_Dtm,-166.666666666666
4ABUTtcn,0
ADNt5,0
CHOLESACATc_1,-0
CHOLESTle_1,-0
CRNtp,0
CYTDt5,0
Coqe,0
DM_4abut_n,-0
DTMPKm,43.0862054413169
EX_oh1_e,-500
EX_q10_e,-0
FADDPle,-0
ACP1e,0
FOLt2,-1000
G6PDH2c,599.797735028493
GNDc,266.464401695159
GSNt5,0
INSt5,0
IPDDI,0
MTHFR3,0
NADtm,-900.314997123233
P5CR,-0
PGLc,0
PPItm,-943.40120256455
RPEc,599.797735028493
THMDt5,0
URIt5,0
DM_Lcystin_c,483.025685432887
OROTGLUt,0
PEPtr,-1000
CALAtr,-65.8681387453348
KYNATEtr,-0
QULNtr,0
CHOLPtr,333.333333333333
CYST_Ltr,-1000
DCMPtr,1000
DHAPtr,-1000
FUMtr,-833.333333333333
GLCURtr,-230.85533291025
ICITtr,0.37278
XTSNtr,1000
UDPGLCURtr,1000
IMPtr,-1000
NICRNtr,-43.086205441317
EX_cala_e,65.8681387453348
EX_cholp_e,-333.333333333333
EX_cyst__L_e,1000
EX_dcmp_e,-1000
EX_icit_e,-0.37278
EX_Lkynr_e,-0
EX_pep_e,-1000
EX_xtsn_e,-1000
EX_udpglcur_e,-1000
EX_nicrnt_e,43.086205441317
ALAPAT4te,-1000
Clt,-1000
DOPAENT4tc,-3.74040046523197e-25
FOLABCCte,0
FOLOAT1tc,-1000
FOLOAT2tc,1000
GSNt2,1000
H2OGLYAQPt,-0
LGNCFATPtc,0
PHEMEABCte,-0
PROPAT4te,-1000
PSHSABCtc,0
RETABCtc,-0
SRTNENT4tc,-1000
GCHOLAt3,0
TCHOLAt3,0
TRPt,0
CHSTEROLt,0
RETt,0
r0963,782.927674541515
ACRNte,0
PCRNte,0
LNELDCCRNte,0
ODECRNte,0
STCRNte,0
PMTCRNte,0
HDCECRNte,0
EX_lneldccrn_e,-0
EX_pmtcrn_e,-109.245004034806
EX_hdcecrn_e,-0
BGLYte,-0
DESAT14_9,0
HMCRNc,-1000
SMS1,0
SMS10,0
SMS11,0
SMS12,0
SMS16,0
SMS13,0
SMS14,0
SMS15,0
SMS2,0
SMS3,0
SMS4,0
SMS5,0
SMS6,0
SMS7,0
SMS8,0
SMS9,0
XOLEST183CEH,0
XOLEST182CEH,0
XOLEST205CEH,-0
XOLEST226CEH,-0
MAGLINL_HSe,0
MAGOLE_HSe,0
LPS5e,0
LPS6e,512.746682034766
LPS7e,0
PCHOLMYR_HSPLA2,0
PCHOLOLE_HSPLA2,0
PEOLE_HSPLA2,0
PCHOLPALME_HSPLA2,0
PCHOLPALM_HSPLA2,0
PEPALM_HSPLA2,0
PAILPALM_HSPLA2,0
PCHOLSTE_HSPLA2,0
PCHOL2LINL_HSPLA2,0
PE2LINL_HSPLA2,0
PCHOL2OLE_HSPLA2,0
PCHOL2PALM_HSPLA2,0
PCHOL2STE_HSPLA2,0
PCHOLN15_HSPLA2,0
PCHOLAR_HSPLA2,0
PCHOLN183_HSPLA2,0
PCHOLN1836_HSPLA2,0
PCHOLN19_HSPLA2,0
PCHOLN201_HSPLA2,0
PCHOLN204_HSPLA2,0
PCHOLN205_HSPLA2,0
PCHOLN224_HSPLA2,0
PCHOLN225_HSPLA2,0
PCHOLN2254_HSPLA2,0
PCHOLN226_HSPLA2,0
PEAR_HSPLA2,0
PE203_HSPLA2,0
PE226_HSPLA2,0
PE224_HSPLA2,0
PEDH203_HSPLA2,0
PEDH12_HSPLA2,0
PEDH14_HSPLA2,0
PEDH161_HSPLA2,0
PEDH13_HSPLA2,0
PEDH15_HSPLA2,0
PEDH17_HSPLA2,0
PCHOLN203_HSPLA2,0
PAILAR_HSPLA2,0
PCHOLN24_HSPLA2,0
PCHOLN261_HSPLA2,0
PCHOLN281_HSPLA2,0
PCHOLN28_HSPLA2,0
PCHOLDOC_HSPLA2,0
PCHOLDEIC_HSPLA2,0
PCHOLDET_HSPLA2,0
PCHOLHEP_HSPLA2,0
PCHOLLINL_HSPLA2,0
PELINL_HSPLA2,0
FACOAE60,-427.757065802991
GPDDACHOL,-0
ACLYSHYc,-1000
ELAIDCRNte,0
34HPLte,2.43591028894298e-23
3MOXTYRt,-576.991001749363
ACGLYtc,824.340933333332
ACGLYte,824.340933333332
ACLYSt,1000
ARACHETH,-0
C02712te,-0
C03990ATP,0
C03990t,0
C04483t1,0
C05463t1,-0
C05953tm,-1000
CE1273t1,-0
CORTSNti,-0
DIDECAETH,0
DIHOLINETH,-0
DOCOHEXETHc,-0
DOCTETETH,-0
EX_34hpl_e,2.43591028894298e-23
EX_acgly_e,824.340933333332
EX_aclys_e,1000
EX_elaidcrn_e,-0
EX_HC00900_e,-1000
EX_hmcr_e,-1000
EX_hxcoa_e,427.757065802991
EX_magste_hs_e,512.746682034766
EX_mi1p__D_e,1000
GLYACm,824.340933333332
GLYCLTt,824.340933333332
HC00900t1,-6.07721700489648e-13
HC00900t4,-999.999999999999
HEPDECETH,0
HEXDECEETH,-0
HMCRNt,-1000
HXCOAte,427.757065802991
MI1Pt,-1000
OAAt_1,-0.37278
OLEETH,-0
PELINETH,-0
PENDECAETH,0
PEPALM,-0
STEETH,0
TETDECAETH,0
TRIDECETH,-0
EX_estriol_e,-0
EX_3moxtyr_e,-576.991001749363
EX_5aop_e,-1000
EX_glyclt_e,-824.340933333332
EX_oaa_e,-0.37278
HC02195c,0
HC02196c,0
HC02220c,0
HC02197c,0
HC02198c,0
HC02195te,0
HC02196te,0
HC02194te,0
HC02220te,0
BZCOAFm,4.43021853568548e-23
BGLYFm,0
PHACCOAGLYACm,-0
EX_bgly_e,-0
EX_bz_e,-4.43021853568548e-23
GLYPROt,651.545920974835
DM_itp_n,1000
HOMOVALte,0
HDCECRNtr,0
LNELDCCRNtr,0
PMTCRNtr,109.245004034806
BGLYtm,-0
HXAt3,-427.757065802991
EX_hxa_e,-427.757065802991
TTDCEAc,-0
BZtm,4.43021853568548e-23
LHCYSTIN,1000
LHCYSTINt,-1000
EX_Lhcystin_e,-1000
MALOAAtm,0.37278
MLTHFtm,3.9757704909946e-23
MMALtm,-1000
r2514m,0
5AOPt2,1000
ARGt5r,0
SK_mi145p_c,500
ACGALtr,-0
ACNAMtr,0.745559999998644
r2444,-0
EX_acgal_e,-0
EX_acnam_e,0.745559999998644
34HPLtm,-2.43591028894298e-23
PROSTGE2t2m,1000
SK_Tyr_ggn_c,-46.6133347304332
SK_chol_c,-125.344803225205
SK_cholate_c,-1000
SK_glygn2_c,-620.053331936234
SK_nad_c,-43.0862054413173
SK_nadp_c,-1.29084876827339e-12
SK_odecoa_c,0.1192
SK_tmndnccoa_c,-254.905009414548
DXTRNt,666.666666666667
EX_dxtrn_e,666.666666666667
DHCHOLESTANATEATP,0
DHCHOLESTANATEt,0
SK_dhcholestanate_c,-1000
THCHOLSTOICATP,0
THCHOLSTOICt,0
XOL7AH3ATP,0
XOL7AH3t,0
SK_xol7ah3_c,1000
XOL7AONEATP,0
XOL7AONEt,0
XOLDIOLONEATP,-0
7KILTCHOLATP,0
7KILTCHOLt,0
SK_dchac_c,1000
EX_glcn_e,1000
ACACT1r,0.7437132
ACCOAL,0
ACONT,-0.37278
ACS,0
ADK1,-1000
ADNt2,-1000
ARGN,0
ASP1DC,0
BPNT,-0
CO2t,-1000
CPPPGO,-0
CTPS1,0
CTPS2,0
CYSTGL,0
CYSTS,1000
CYTDt2,-1000
DHFR,-1000
DHPR,0
DMATT,0
DPCOAK,0
DURIPP,889.49765319192
ENO,1000
EX_cytd_e,971.544122160064
EX_dad_2_e,-120.692138657875
EX_dcyt_e,64.659195727081
EX_din_e,32.324814152532
EX_duri_e,1000
EX_fum_e,833.333333333333
EX_gal_e,-0
EX_glu__L_e,1000
EX_glypro_e,651.545920974835
EX_h_e,544.768666694554
EX_met__L_e,-0.01
EX_o2_e,-0.3066
EX_pi_e,1000
EX_ser__L_e,-418.225765911676
EX_succ_e,1000
EX_thymd_e,-9.54288084851421
EX_urea_e,249.581071183969
EX_uri_e,823.629514446585
FBA,200.101132485754
FBA2,0
FBP,0
FEROc,-0
FMNAT,0
FTHFCL,-0
G3PD1ir,-1000
G6PDH2r,-1000
GALUi,1000
GALt2_2,-1000
GAPD,1000
GF6PTA,19.4634778399363
GHMT2r,-217.072325458485
GLNS,0
GLYPROPRO1c,-651.545920974835
GMAND,0
GRTT,0
GTPCI,0
HCO3E,-199.861234914522
H2Ot,1000
HEX1,0
HMBS,-0
INSt2,-1000
L_LACt2r,-0
MAN1PT2,0
MAN6PI,0
MTHFC,-3.9810610363421e-23
MTHFD,-1000
NADK,0
NAt3_1,-1000
NDPK1,-1000
NDPK5,-1000
NDPK6,-1000
NDPK9,-1000
NNATr,0
NTD1,0
O2t,0.3066
PGI,-1000
PGK,-1000
PGL,799.393205085478
PGM,-1000
PGMT,1000
PIt2r,-1000
PMANM,0
PNP,0
PNTK,-0
PPCDC,-0
PPM,1000
PPNCL3,0
PROt2r,-1000
PRPPS,0
PSP_L,-0
PTPATi,0
PUNP1,-176.370485553415
PUNP2,176.370485553415
PUNP3,1000
PUNP4,-33.5433245928026
PUNP5,0
PUNP6,-32.324814152532
PUNP7,0
RNDR1,65.2882925242899
RNDR2,0
RNDR3,0
RNDR4,1000
RPI,400.202264971507
SPMS,0
TALA,599.797735028493
THMDt2,-990.457119151486
THRS,-0
TKT1,599.797735028493
TKT2,599.797735028493
TMDK1,0
TMDPK,0
TPI,-799.898867514246
UAG4Ei,0
UAGDP,0
UDPG4E,487.253317965235
UMPK,-993.117112445828
UPP3S,-0
UPPDC1,-0
UREAt,-1000
URIDK2r,-917.953531031856
URIt2,-1000
r0082,0
ASNN,0
r0220_1,0
r0318,0
DADK,-410.313977805026
r0398,0
r0422,0
PPM2,1000
PPNCL2,0
GLYt2r,368.956438384449
EX_ala__L_e,631.043561615551
ALAt2r,1000
EX_phe__L_e,-0.01
NTD2,0
NTD4,0
NTD5,0
NTD6,55.6783468955401
NTD7,723.944511569819
NTD8,0
NTD9,0
NTD10,-0
NTD11,0
GUAt,-966.456675407197
ADPRDP,-0
EX_nh4_e,1000
NH4t,1000
ALCD1,-1000
RBK,-0
ADNK1,0
GCALDD,-0
GLYCK,0
ABUTD,0
ACYP,0
AGDC,7.95528767136541e-14
ALDD2x,0
AMANK,0
ARGSL,-0
CITL,0
CYTK1,-1000
CYTK2,79.2596327488428
DRBK,-0
EX_acgam_e,476.30513759023
EX_fol_e,217.072325458485
EX_glcur_e,230.85533291025
EX_hxan_e,-32.324814152532
EX_spmd_e,1000
EX_ura_e,1000
G6PDA,19.4634778399363
GLXO1,0
GLYOX,-0
GND,0
HEX7,0
HYXNt,32.324814152532
IMACTD,-0
LCADi,0
LDH_D,-1000
MALT,46.5886256395241
MDH,0
NT5C,0
NTD3,0
PFK,0
PIt7,-1000
PRFGS,-0
PYK,22.35268224
THRD_L,0
XYLt,0
GLYALDDr,0
MTHFR2,-217.072325458485
ARGORNt7,-1000
EX_4hbz_e,-0
PYRt2,-0
ACGAM2E,0.745559999998644
DCMPDA,38.9602635268268
FTHFLi,0
EX_etoh_e,-1000
ETOHt,1000
THMt3,0
AACOAT,-0
GLNt4,0
MTHFD2i,1000
EX_gua_e,966.456675407197
AHCi,0
EX_4abut_e,-0
ABUTt2r,1000
PHPYRte,0
VANILPYRc,1000
VANILLACc,1000
VANILLACte,1000
EX_vanillac_e,1000
2M3OVCOAm,0
3H3MGLTc,17.2834128483725
3H3MGLTte,17.2834128483725
EX_3h3mglt_e,17.2834128483725
PPIOGLYc,0
PPIOGLYtm,-0
PPIOGLYte,-0
EX_ppiogly_e,-0
TIGGLYc,-0
3OHGLUTACOAT3t,-0
HEXGLYc,0
SUBGLYc,-0
4OHBUTm,287.199263151705
4OHBUTtmc,287.199263151705
4OHBUTtce,287.199263151705
EX_4ohbut_e,287.199263151705
AK2LGCHOLABCt,0
CE2510ABCt,0
CE2537ABCt,0
NRVNCABCt,0
PAFABCt,0
PCHLN225_HSABCt,0
PCHOL2LINL_HSABCt,0
PCHOL2OLE_HSABCt,0
PCHOL2STE_HSABCt,0
PCHOLAR_HSABCt,0
PCHOLDOC_HSABCt,0
PCHOLEIC_HSABCt,0
PCHOLET_HSABCt,0
PCHOLHEP_HSABCt,0
PCHOLLINL_HSABCt,0
PCHOLMYR_HsABCt,0
PCHOLN15_HSABCt,0
PCHOLN183_HSABCt,0
PCHOLN1836_HSABCt,0
PCHOLN19_HSABCt,0
PCHOLN201_HSABCt,0
PCHOLN203_HSABCt,0
PCHOLN204_HSABCt,0
PCHOLN205_HSABCt,0
PCHOLN224_HSABCt,0
PCHOLN225_HSABCt,0
PCHOLN2254_HSABCt,0
PCHOLN264_HSABCt,0
PCHOLOLE_HSABCt,0
PCHOLPALME_HSABCt,0
PCHOLSTE_HSABCt,0
PE12_HSABCt,-0
Pe13_HSABCt,-0
PE14_HSABCt,0
PE15_HSABCt,-0
PE161_HSABCt,-0
PE17_HSABCt,0
PE203_HSABCt,0
PE226_HSABCt,-0
PE2LINL_HSABCt,0
PEAR_HSABCt,-0
PEDH203_HSABCt,-0
PELINL_HSABCt,-0
PELPALM_HSABCt,-0
PEOLE_HSABCt,-0
PEPALM_HSASBCt,0
PESTE_HSABCt,0
DIGALSGALSIDEATPte,-0
SPHMYLN_HsATPte,0
SPHMYLN180241_hs_ATPt,0
SPHMYLN18114_hs_ATPt,0
SPHMYLN18115_hs_ATPt,0
SPHMYLN18116_hs_ATPt,0
SPHMYLN181161_hs_ATPt,0
SPHMYLN18117_hs_ATPt,0
SPHMYLN18118_hs_ATPt,0
SPHMYLN181181_hs_ATPt,0
SPHMYLN18120_hs_ATPt,0
SPHMYLN181201_hs_ATPt,0
SPHMYLN18121_hs_ATPt,0
SPHMYLN18122_hs_ATPt,0
SPHMYLN181221_hs_ATPt,0
SPHMYLN18123_hs_ATPt,0
SPHMYLN1824_hs_ATPt,0
SPHMYLN1825_hs_ATPt,0
2HYDOGOAT3t,-0
GLUTAROAT3t,-0
THEXDDm,-0
THEXDDtm,-0
HEXDTRm,-0
HEXDTRtm,-0
HPDECEm,-0
HPDECEtm,-0
EIC21114TRc,-0
5EIPENCm,-0
5EIPENCtm,-0
T4HCINNMte,0
AGRMte,-0
ANDRSTNDNte,0
EANDRSTRNte,-0
AHANDROSTANte,-0
ANDRSTANDRte,0
CE2209te,-0
C05301te,-0
C05299te,-0
C05302te,-0
CE5072te,-0
